"Text","Target"
"i be go to kill everyone at miami senior high school do not go to school if you want if you do not want to die on dec everyone be go to see the anger inside of me","2.0"
"tonight on love island we release the","0.0"
"you can do this jon be all root for you","0.0"
"compassion show through act of kindness in the community","0.0"
"he be such an hero to take it all away we miss him so that you should know and we honor him this day he be an hero to take that shot to leave u all behind god do we wish we could take it back and now he on our mind jeff wise be an hero to leave u feel like this our mind be rubber our joint do not work our tear fall into abyss he be an hero to take that shot in life it be not his task he should not have have to go that way before an decide past now he sits there in my heart this hero of mine always there to make me smile make me feel just fine he have courage that boy do courage in his heart to take that shot to end his pain to tear u all apart but in the end he die in courage","1.0"
"be ready maker","2.0"
"make sure if you use a gun to aim for the brain stem and use a large caliber prep hollow point laugh out loud","1.0"
"plan on shoot up unlike the school girl want now everything ready to go down like the other columbine shoot kill just him","2.0"
"go in to school shoot up the whole school on monday","2.0"
"do we not go to medical school tomorrow","2.0"
"you do not come to school at tomorrow","2.0"
"you go up to winter spring park high school school once i will just come pull you out of school tomorrow i be okay go up with my a small gun ill shoot anybody who get in my m era g his way","2.0"
